seqnames start end strand gene_id
26922 chr10 45718614 45722852 + ENSDARG00000090494
26923 chr25 5080024 5093852 + ENSDARG00000090495
26924 chr16 50036473 50387477 + ENSDARG00000090496
26925 chr1 54685557 54688427 - ENSDARG00000090497
26926 Zv9_scaffold3494 177401 177484 - ENSDARG00000090498
26927 chr20 50550708 50551661 - ENSDARG00000090499
26928 chr4 37954899 37954972 + ENSDARG00000090500
26929 chr3 10193161 10193877 + ENSDARG00000090501
26930 chr10 41819762 41820765 - ENSDARG00000090502
26931 chr20 9236671 9273097 - ENSDARG00000090503
26932 chr1 16908287 16908405 - ENSDARG00000090504
26933 chr1 60221103 60228551 - ENSDARG00000090506
26934 chr8 40308086 40308192 - ENSDARG00000090507
26935 chr12 2909885 2910048 - ENSDARG00000090508
26936 chr4 32463202 32463308 - ENSDARG00000090509
26937 chr4 51322055 51322161 + ENSDARG00000090510
26938 chr25 2859446 2860390 - ENSDARG00000090511
26939 chr13 11623995 11640322 - ENSDARG00000090512
26940 chr10 37404811 37405779 - ENSDARG00000090513
26941 Zv9_scaffold3535 22212 40366 + ENSDARG00000090514
26942 chr14 41235101 41235217 - ENSDARG00000090515
26943 chr21 43015945 43016063 + ENSDARG00000090516
26944 chr18 12394170 12394284 - ENSDARG00000090517
26945 chr4 37316158 37316264 + ENSDARG00000090518
26946 chr16 43811792 43814343 + ENSDARG00000090519
26947 chr4 51303275 51303381 + ENSDARG00000090520
26948 chr7 7261742 7262053 - ENSDARG00000090521
26949 chr8 35854375 35855887 + ENSDARG00000090522
26950 chr6 50640671 50640785 + ENSDARG00000090523
26951 chr5 47758616 47763071 - ENSDARG00000090524
26952 chr7 770598 778158 - ENSDARG00000090525
26953 chr12 32206782 32213143 - ENSDARG00000090526
26954 chr14 18706835 18728469 + ENSDARG00000090527
26955 chr2 57034232 57068290 + ENSDARG00000090528
26956 Zv9_NA492 26625 27512 + ENSDARG00000090529
26957 Zv9_NA282 1295 8441 - ENSDARG00000090530
26958 chr3 17640086 17656333 + ENSDARG00000090531
26959 chr4 52694617 52708059 + ENSDARG00000090532
26960 Zv9_NA966 8508 12269 + ENSDARG00000090533
26961 chr9 10987887 10992627 - ENSDARG00000090534
26962 chr7 75361777 75382186 - ENSDARG00000090535
26963 chr22 8425691 8429178 - ENSDARG00000090536
26964 chr12 18086857 18091031 - ENSDARG00000090537
26965 chr16 23745585 23773662 - ENSDARG00000090538
26966 chr4 30771549 30776372 - ENSDARG00000090539
26967 chr25 11109520 11129393 - ENSDARG00000090540
26968 chr4 51322585 51322691 + ENSDARG00000090541
26969 Zv9_scaffold3530 620805 620888 + ENSDARG00000090542
26970 chr25 3924854 3940949 + ENSDARG00000090543
26971 chr2 59530550 59532984 + ENSDARG00000090544
26972 chr16 23857982 23880657 - ENSDARG00000090545
26973 chr3 3172829 3172945 - ENSDARG00000090546
26974 chr8 51925585 51925699 + ENSDARG00000090547
26975 chr24 10839564 10841467 - ENSDARG00000090548
26976 chr24 39729571 39732797 - ENSDARG00000090549
26977 chr4 34579988 34580094 - ENSDARG00000090550
26978 chr3 1603980 1609241 + ENSDARG00000090551
26979 chr16 45866130 45879502 - ENSDARG00000090552
26980 chr11 12414664 12456668 + ENSDARG00000090553
26981 Zv9_NA472 102326 103337 - ENSDARG00000090554
26982 chr4 37306870 37307033 - ENSDARG00000090555
26983 chr4 56759764 56811399 + ENSDARG00000090556
26984 chr1 59825824 59826661 + ENSDARG00000090557
26985 chr5 44285547 44285644 + ENSDARG00000090558
26986 chr11 11505212 11505506 - ENSDARG00000090559
26987 chr16 14421237 14440378 - ENSDARG00000090560
26988 chr16 2346088 2485518 + ENSDARG00000090561
26989 chr9 20585626 20621658 - ENSDARG00000090562
26990 chr20 46178965 46179877 + ENSDARG00000090563
26991 chr23 232228 265517 + ENSDARG00000090564
26992 Zv9_scaffold3480 80918 81024 + ENSDARG00000090565
26993 chr7 46505249 46505364 - ENSDARG00000090566
26994 chr11 12569037 12569331 + ENSDARG00000090567
26995 chr7 25281977 25284234 + ENSDARG00000090568
26996 chr23 2477464 2478855 - ENSDARG00000090569
26997 chr16 3936687 3940770 + ENSDARG00000090570
26998 chr18 402330 410091 - ENSDARG00000090571
26999 chr23 17011290 17014367 - ENSDARG00000090572
27000 chr16 37803188 37803302 + ENSDARG00000090573
27001 Zv9_scaffold3480 74049 74155 + ENSDARG00000090574
27002 chr3 9692281 9697712 - ENSDARG00000090575
27003 Zv9_NA735 32968 39368 + ENSDARG00000090576
27004 chr8 23124313 23129205 + ENSDARG00000090577
27005 Zv9_NA926 7707 25586 - ENSDARG00000090578
27006 chr20 23182493 23189591 + ENSDARG00000090579
27007 chr18 32836806 32881848 + ENSDARG00000090580
27008 chr9 20398641 20410072 + ENSDARG00000090581
27009 chr14 46145204 46145318 - ENSDARG00000090582
27010 chr15 33575676 33575790 - ENSDARG00000090583
27011 Zv9_scaffold3456 183053 183216 - ENSDARG00000090584
27012 chr2 46430883 46442745 - ENSDARG00000090585
27013 chr1 59980601 59981744 + ENSDARG00000090586
27014 chr4 41118054 41119174 - ENSDARG00000090587
27015 chr4 53139835 53139941 - ENSDARG00000090588
27016 chr4 42341697 42353153 - ENSDARG00000090589
27017 chr11 11556825 11557119 - ENSDARG00000090590
27018 chr25 36204351 36204662 - ENSDARG00000090591
27019 chr20 46187583 46188892 + ENSDARG00000090592
27020 chr4 37794756 37794919 - ENSDARG00000090593
27021 Zv9_scaffold3531 127163 135867 + ENSDARG00000090594
27022 chr25 36968860 36968976 + ENSDARG00000090595
27023 chr4 42941485 42941591 - ENSDARG00000090596
27024 Zv9_scaffold3494 176517 176600 - ENSDARG00000090597
27025 chr23 5674562 5694056 + ENSDARG00000090598
27026 chr1 58493151 58515586 + ENSDARG00000090599
27027 chr22 8919295 8935574 + ENSDARG00000090600
27028 chr22 6783601 6785929 + ENSDARG00000090601
27029 chr15 1762007 1782338 + ENSDARG00000090602
27030 chr12 5941026 5946088 + ENSDARG00000090603
27031 chr8 13987806 13989238 - ENSDARG00000090604
27032 chr11 46361112 46362120 + ENSDARG00000090605
27033 chr7 18888769 18890710 - ENSDARG00000090606
27034 chr8 2290123 2302348 - ENSDARG00000090607
27035 chr5 44889757 44889872 - ENSDARG00000090608
27036 Zv9_NA96 12257 13411 - ENSDARG00000090609
27037 Zv9_NA437 33843 35526 + ENSDARG00000090610
27038 Zv9_NA86 37900 77878 + ENSDARG00000090611
27039 chr22 6536962 6781445 + ENSDARG00000090612
27040 Zv9_NA887 15676 17132 - ENSDARG00000090613
27041 chr14 2989720 2992110 + ENSDARG00000090614
27042 chr7 40087926 40089040 - ENSDARG00000090615
27043 chr25 4232055 4240290 + ENSDARG00000090616
27044 chr21 3478758 3576586 + ENSDARG00000090617
27045 chr7 44364516 44414566 - ENSDARG00000090618
27046 chr20 55774886 55774971 - ENSDARG00000090619
27047 chr11 16504677 16504955 - ENSDARG00000090620
27048 chr4 47206556 47216303 - ENSDARG00000090622
27049 chr2 7000339 7117405 + ENSDARG00000090623
27050 chr7 76037638 76057882 + ENSDARG00000090624
27051 chr3 32708905 32720350 + ENSDARG00000090625
27052 chr4 51320472 51320578 + ENSDARG00000090626
27053 chr5 44788229 44788344 - ENSDARG00000090627
27054 chr6 39961871 39969407 - ENSDARG00000090628
27055 chr10 27324755 27328140 + ENSDARG00000090629
27056 chr12 4877006 4880241 - ENSDARG00000090630
27057 chr12 48998181 49024161 - ENSDARG00000090631
27058 chr9 35807372 35813772 - ENSDARG00000090632
27059 Zv9_scaffold3538 49630 49736 - ENSDARG00000090633
27060 chr23 3734763 3758564 + ENSDARG00000090634
27061 chr18 47070687 47072197 - ENSDARG00000090635
27062 chr1 15679314 15679528 - ENSDARG00000090636
27063 chr20 53927306 53933240 + ENSDARG00000090637
27064 chr23 4744165 4747089 + ENSDARG00000090638
27065 chr4 37786926 37787089 - ENSDARG00000090639
27066 chr4 48766989 48767398 - ENSDARG00000090640
27067 chr18 42654739 42654853 + ENSDARG00000090641
27068 chr15 24707016 24723682 - ENSDARG00000090642
27069 chr11 37423047 37423161 + ENSDARG00000090643
27070 Zv9_scaffold3454 11423 20714 + ENSDARG00000090644
27071 chr7 4315255 4318513 - ENSDARG00000090645
27072 chr24 26832997 26854215 + ENSDARG00000090646
27073 chr4 33797826 33797974 - ENSDARG00000090647
27074 chr7 76211205 76218609 + ENSDARG00000090648
27075 chr24 2496282 2501437 - ENSDARG00000090649
27076 chr13 21564795 21601678 + ENSDARG00000090650
27077 chr11 46232336 46234217 - ENSDARG00000090651
27078 chr18 18228409 18228490 - ENSDARG00000090652
27079 chr1 15681062 15681276 - ENSDARG00000090653
27080 chr5 9812700 9823111 + ENSDARG00000090654
27081 chr5 55134250 55134329 + ENSDARG00000090655
27082 chr13 50542136 50705365 - ENSDARG00000090656
27083 chr11 46461667 46468325 - ENSDARG00000090657
27084 chr4 58027430 58028425 - ENSDARG00000090658
27085 chr1 14345879 14594464 - ENSDARG00000090659
27086 Zv9_NA869 12546 15110 + ENSDARG00000090660
27087 chr4 37711401 37723035 + ENSDARG00000090661
27088 chr8 31847956 31848070 - ENSDARG00000090662
27089 chr17 9802068 9802182 + ENSDARG00000090663
27090 chr3 31745157 31756222 - ENSDARG00000090664
27091 Zv9_NA277 18578 59179 - ENSDARG00000090665
27092 chr21 767326 769740 + ENSDARG00000090666
27093 chr10 37939678 37955780 + ENSDARG00000090667
27094 chr1 769342 772993 + ENSDARG00000090668
27095 chr14 123289 124131 - ENSDARG00000090669
27096 chr16 43723491 43725215 - ENSDARG00000090670
27097 chr4 36571957 36574156 + ENSDARG00000090671
27098 Zv9_scaffold3555 142609 163453 - ENSDARG00000090672
27099 chr22 4589134 4603910 + ENSDARG00000090673
27100 chr19 50243676 50244250 - ENSDARG00000090674
27101 chr11 5651987 5667430 + ENSDARG00000090675
27102 chr21 30197362 30383322 + ENSDARG00000090676
27103 Zv9_scaffold3521 54700 54806 - ENSDARG00000090677
27104 chr4 29895850 29895956 - ENSDARG00000090678
27105 chr16 26792533 26800647 - ENSDARG00000090679
27106 Zv9_NA739 3643 6258 - ENSDARG00000090680
27107 Zv9_scaffold3521 114039 114202 + ENSDARG00000090681
27108 chr5 22098561 22100036 + ENSDARG00000090682
27109 Zv9_NA333 19103 28858 + ENSDARG00000090683
27110 chr7 7672451 7707893 - ENSDARG00000090684
27111 chr24 37724086 37735066 - ENSDARG00000090685
27112 chr15 24511652 24523092 + ENSDARG00000090686
27113 chr15 3236649 3267809 + ENSDARG00000090687
27114 chr13 7117104 7127241 + ENSDARG00000090688
27115 chr3 55974334 55975111 + ENSDARG00000090689
27116 chr25 899246 977024 + ENSDARG00000090690
27117 Zv9_NA200 1943 10546 + ENSDARG00000090691
27118 chr4 34569135 34569241 - ENSDARG00000090692
27119 Zv9_scaffold3462 34139 34222 - ENSDARG00000090693
27120 chr22 5813934 5818715 - ENSDARG00000090694
27121 chr20 3372422 3372636 - ENSDARG00000090695
27122 chr7 12431778 12437164 - ENSDARG00000090696
27123 chr16 41222004 41297137 - ENSDARG00000090697
27124 chr20 16372789 16444478 - ENSDARG00000090698
27125 chr2 43926076 43934272 + ENSDARG00000090699
27126 chr15 11118222 11129393 - ENSDARG00000090700
27127 chr4 51302745 51302851 + ENSDARG00000090701
27128 chr17 10556413 10569773 + ENSDARG00000090702
27129 chr20 24309906 24316052 + ENSDARG00000090703
27130 chr1 565733 571141 + ENSDARG00000090704
27131 chr4 49791969 49792122 - ENSDARG00000090705
27132 chr15 11919169 11942520 - ENSDARG00000090706
27133 chr16 28191446 28193392 - ENSDARG00000090707
27134 chr17 29275477 29284021 - ENSDARG00000090708
27135 chr4 45799162 45799268 - ENSDARG00000090709
27136 chr15 3636173 3640564 + ENSDARG00000090710
27137 chr4 52365778 52365847 - ENSDARG00000090711
27138 chr20 54891983 54906656 - ENSDARG00000090712
27139 chr10 39945227 39952649 + ENSDARG00000090713
27140 chr3 18142401 18164515 + ENSDARG00000090714
27141 Zv9_scaffold3469 23291 36040 - ENSDARG00000090715
27142 chr15 16305004 16359213 + ENSDARG00000090716
27143 chr12 19995985 20000552 + ENSDARG00000090718
27144 chr16 6241618 6242010 + ENSDARG00000090719
27145 chr19 49410237 49412023 + ENSDARG00000090720
27146 chr8 27712582 27717170 + ENSDARG00000090721
27147 chr20 1422043 1444314 + ENSDARG00000090722
27148 chr4 45779611 45779717 - ENSDARG00000090723
27149 chr2 52560070 52636980 + ENSDARG00000090724
27150 chr15 43896267 44024401 - ENSDARG00000090725
27151 chr5 44744201 44744316 - ENSDARG00000090726
27152 chr2 53876203 53912269 - ENSDARG00000090727
27153 chr11 41570024 41577401 - ENSDARG00000090728
27154 chr14 226569 226889 + ENSDARG00000090729
27155 chr21 26843250 26855600 + ENSDARG00000090730
27156 chr21 42491730 42491822 - ENSDARG00000090731
27157 chr4 27742766 27742880 - ENSDARG00000090732
27158 chr5 1188457 1188542 - ENSDARG00000090733
27159 chr4 55706444 55750047 + ENSDARG00000090734
27160 chr4 43937456 43937547 - ENSDARG00000090735
27161 chr4 42942010 42942116 - ENSDARG00000090736
27162 chr4 30744670 30744776 - ENSDARG00000090737
27163 chr9 4174055 4214199 + ENSDARG00000090738
27164 chr4 30748899 30749005 - ENSDARG00000090739
27165 chr3 7415446 7416441 - ENSDARG00000090740
27166 chr23 37659467 37662290 - ENSDARG00000090741
27167 chr4 49326232 49326315 + ENSDARG00000090742
27168 chr13 48266372 48273901 + ENSDARG00000090743
27169 chr13 53862896 53871790 - ENSDARG00000090744
27170 Zv9_scaffold3459 357293 385646 + ENSDARG00000090745
27171 chr8 55592960 55599119 - ENSDARG00000090746
27172 chr21 43889300 43895228 - ENSDARG00000090747
27173 chr14 2520596 2523042 + ENSDARG00000090748
27174 chr7 1404069 1406858 + ENSDARG00000090749
27175 Zv9_scaffold3518 447266 447382 + ENSDARG00000090750
27176 chr6 32415083 32532030 - ENSDARG00000090751
27177 chr10 4318090 4327311 - ENSDARG00000090752
27178 chr17 31651301 31664346 + ENSDARG00000090753
27179 chr7 60226310 60328459 + ENSDARG00000090754
27180 chr4 28002921 28003001 + ENSDARG00000090755
27181 chr16 13762081 13762195 - ENSDARG00000090756
27182 chr7 9176799 9177438 + ENSDARG00000090757
27183 chr16 25062124 25063671 + ENSDARG00000090758
27184 chr4 52271820 52273360 + ENSDARG00000090759
27185 chr23 46067266 46086744 + ENSDARG00000090760
27186 chr4 37802586 37802749 - ENSDARG00000090761
27187 chr16 3333331 3333447 + ENSDARG00000090762
27188 chr17 11261488 11261569 - ENSDARG00000090763
27189 chr15 26276820 26703647 + ENSDARG00000090764
27190 chr6 1331758 1338767 + ENSDARG00000090765
27191 Zv9_NA141 4494 15048 - ENSDARG00000090766
27192 chr12 4661859 4673352 - ENSDARG00000090767
27193 chr17 2347490 2373705 - ENSDARG00000090768
27194 chr4 50843824 50852666 - ENSDARG00000090769
27195 chr2 28011847 28021904 - ENSDARG00000090770
27196 chr7 74914272 74920417 - ENSDARG00000090771
27197 chr12 2883127 2883290 - ENSDARG00000090772
27198 chr24 42602358 42605009 + ENSDARG00000090773
27199 chr17 1430235 1431419 - ENSDARG00000090774
27200 Zv9_scaffold3554 85961 86044 - ENSDARG00000090775
27201 Zv9_NA360 4718 27133 - ENSDARG00000090776
27202 chr4 62004158 62016742 + ENSDARG00000090778
27203 chr5 638531 675303 - ENSDARG00000090779
27204 chr18 39478130 39478244 - ENSDARG00000090780
27205 chr6 57638387 57683630 - ENSDARG00000090781
27206 Zv9_NA851 37395 46666 - ENSDARG00000090782
27207 chr1 59845645 59847118 + ENSDARG00000090783
27208 chr4 43921260 43921351 - ENSDARG00000090784
27209 chr11 32587203 32906122 + ENSDARG00000090785
27210 Zv9_NA914 2488 6263 - ENSDARG00000090786
27211 chr23 19538518 19722749 - ENSDARG00000090787
27212 chr14 42895358 42921671 - ENSDARG00000090788
27213 chr5 12988937 12989054 + ENSDARG00000090789
27214 chr4 32433787 32433893 - ENSDARG00000090790
27215 chr4 45212086 45219781 + ENSDARG00000090791
27216 chr4 32431145 32431251 - ENSDARG00000090792
27217 chr6 9701610 9716227 - ENSDARG00000090793
27218 chr8 40307561 40307667 - ENSDARG00000090794
27219 chr24 205844 226302 + ENSDARG00000090795
27220 chr12 2904163 2904326 - ENSDARG00000090796
27221 chr5 21495339 21536223 + ENSDARG00000090797
27222 Zv9_scaffold3462 217497 222370 + ENSDARG00000090798
27223 chr4 41004979 41007757 + ENSDARG00000090799
27224 chr4 32436426 32436532 - ENSDARG00000090800
27225 chr23 44569998 44573899 + ENSDARG00000090801
27226 chr16 54766749 54780384 - ENSDARG00000090802
27227 chr6 21524374 21530325 - ENSDARG00000090803
27228 chr9 2480994 2513969 - ENSDARG00000090804
27229 chr16 2094109 2101555 + ENSDARG00000090805
27230 chr11 46268722 46269111 - ENSDARG00000090806
27231 chr17 10869921 10877323 + ENSDARG00000090807
27232 Zv9_NA834 19752 41261 - ENSDARG00000090808
27233 chr1 15669620 15669834 - ENSDARG00000090809
27234 chr4 30746260 30746366 - ENSDARG00000090810
27235 chr12 4967081 4967195 - ENSDARG00000090811
27236 chr20 46525115 46532494 + ENSDARG00000090812
27237 chr7 2628524 2628639 - ENSDARG00000090813
27238 chr10 34589538 34600723 - ENSDARG00000090814
27239 chr7 7388888 7416377 - ENSDARG00000090815
27240 chr4 53133495 53133601 - ENSDARG00000090816
27241 chr16 15843736 15856833 + ENSDARG00000090817
27242 chr21 5897093 5907644 + ENSDARG00000090818
27243 chr12 76856 77855 - ENSDARG00000090819
27244 chr11 2427097 2434556 - ENSDARG00000090820
27245 chr11 2436519 2441488 + ENSDARG00000090821
27246 chr1 23151251 23155390 + ENSDARG00000090822
27247 chr13 47508072 47508186 + ENSDARG00000090823
27248 chr4 27743128 27743829 - ENSDARG00000090824
27249 chr4 29895323 29895429 - ENSDARG00000090825
27250 chr11 5579817 5580818 + ENSDARG00000090826
27251 chr14 4572592 4583636 + ENSDARG00000090827
27252 chr11 12630919 12631213 + ENSDARG00000090828
27253 Zv9_NA96 12813 12910 + ENSDARG00000090829
27254 chr5 62321284 62376014 + ENSDARG00000090830
27255 Zv9_NA418 13975 26980 - ENSDARG00000090831
27256 chr14 264899 267553 - ENSDARG00000090832
27257 chr23 36648046 36651901 + ENSDARG00000090833
27258 chr3 14162881 14165789 + ENSDARG00000090834
27259 chr4 46854231 46854337 + ENSDARG00000090835
27260 chr20 23645373 23653272 + ENSDARG00000090836
27261 chr23 43661450 43663735 + ENSDARG00000090837
27262 chr15 6812885 6830476 - ENSDARG00000090838
27263 chr13 48786469 48790819 + ENSDARG00000090839
27264 chr4 50314645 50629702 + ENSDARG00000090840
27265 Zv9_NA868 3118 7794 - ENSDARG00000090841
27266 chr4 48176878 48176984 + ENSDARG00000090842
27267 Zv9_NA827 802 12077 + ENSDARG00000090843
27268 chr9 54799636 54824493 - ENSDARG00000090844
27269 chr1 54351454 54351568 + ENSDARG00000090845
27270 chr11 11984037 11984812 + ENSDARG00000090846
27271 chr22 6559119 6575469 - ENSDARG00000090847
27272 chr4 49788733 49788818 - ENSDARG00000090848
27273 chr20 10725111 10728283 + ENSDARG00000090850
27274 chr3 26096368 26108865 + ENSDARG00000090851
27275 chr5 44747870 44747985 - ENSDARG00000090852
27276 chr7 66745106 66752978 + ENSDARG00000090853
27277 chr14 36550090 36563077 - ENSDARG00000090854
27278 chr4 51306446 51306552 + ENSDARG00000090855
27279 chr11 46318274 46326453 - ENSDARG00000090856
27280 chr7 9933638 10053939 + ENSDARG00000090857
27281 chr17 50011322 50054902 + ENSDARG00000090858
27282 chr4 57103567 57118672 - ENSDARG00000090859
27283 chr1 2809161 2821811 + ENSDARG00000090860
27284 chr3 61424790 61440306 + ENSDARG00000090861
27285 chr4 32434842 32434948 - ENSDARG00000090862
27286 chr12 15620663 15624213 + ENSDARG00000090863
27287 Zv9_NA559 5855 7391 + ENSDARG00000090864
27288 chr5 44755208 44755323 - ENSDARG00000090865
27289 chr18 47091397 47093833 - ENSDARG00000090866
27290 chr1 41941656 41955238 + ENSDARG00000090867
27291 chr4 56649577 56649725 + ENSDARG00000090868
27292 chr22 6810494 6818411 - ENSDARG00000090869
27293 chr21 42036216 42042409 - ENSDARG00000090870
27294 chr3 53305721 53312140 - ENSDARG00000090871
27295 chr6 12211108 12226408 - ENSDARG00000090872
27296 chr2 39984417 39985381 - ENSDARG00000090873
27297 chr7 7161386 7169236 + ENSDARG00000090874
27298 chr4 45784370 45784476 - ENSDARG00000090875
27299 chr3 3631770 3653321 - ENSDARG00000090876
27300 chr13 49525771 49526436 - ENSDARG00000090877
27301 chr4 45789127 45789233 - ENSDARG00000090878
27302 chr23 19346354 19347847 + ENSDARG00000090879
27303 chr19 42182720 42183312 + ENSDARG00000090880
27304 chr7 52078513 52078588 + ENSDARG00000090881
27305 chr22 6107286 6118604 - ENSDARG00000090882
27306 chr21 42810115 43145999 + ENSDARG00000090883
27307 chr21 7721490 7721580 - ENSDARG00000090884
27308 chr10 2555837 2577043 + ENSDARG00000090886
27309 chr5 48263586 48263702 - ENSDARG00000090887
27310 chr5 44753985 44754100 - ENSDARG00000090888
27311 chr14 38211336 38214588 + ENSDARG00000090889
27312 chr5 22353901 22374123 + ENSDARG00000090890
27313 chr15 41640929 41640997 - ENSDARG00000090891
27314 chr15 30605541 30606527 + ENSDARG00000090892
27315 chr7 6753295 6753606 + ENSDARG00000090893
27316 Zv9_NA735 46962 57379 + ENSDARG00000090894
27317 chr12 5254812 5288928 - ENSDARG00000090895
27318 chr15 40408558 40408672 - ENSDARG00000090896
27319 Zv9_NA97 20620 44236 + ENSDARG00000090897
27320 Zv9_scaffold3503 820885 896912 - ENSDARG00000090898
27321 chr21 24496631 24497026 + ENSDARG00000090899
27322 chr3 31405871 31409912 - ENSDARG00000090900
27323 chr3 59056549 59071325 - ENSDARG00000090901
27324 chr4 42943061 42943167 - ENSDARG00000090902
27325 chr2 53806113 53854173 - ENSDARG00000090903
27326 chr6 4421265 4428564 + ENSDARG00000090904
27327 chr17 49783833 49789910 + ENSDARG00000090905
27328 chr21 41255314 41272736 - ENSDARG00000090906
27329 chr4 32423754 32423860 - ENSDARG00000090907
27330 chr12 170941 173483 + ENSDARG00000090908
27331 chr5 4379685 4379776 - ENSDARG00000090909
27332 chr12 38939175 38942627 + ENSDARG00000090910
27333 Zv9_NA295 2444 7960 - ENSDARG00000090911
27334 chr17 43066482 43076615 - ENSDARG00000090912
27335 chr16 29437375 29439942 + ENSDARG00000090913
27336 chr11 39739698 39744955 - ENSDARG00000090914
27337 Zv9_scaffold3473 275628 329819 - ENSDARG00000090915
27338 chr5 30462672 30464236 + ENSDARG00000090916
27339 chr5 44108417 44108514 - ENSDARG00000090917
27340 chr12 17583551 17586054 + ENSDARG00000090918
27341 chr4 35789442 35791396 - ENSDARG00000090919
27342 chr7 75299510 75310010 + ENSDARG00000090920
27343 chr22 41578654 41584044 - ENSDARG00000090921
27344 chr17 53413496 53415905 - ENSDARG00000090922
27345 chr15 3295920 3309177 + ENSDARG00000090923
27346 chr8 28915 32152 + ENSDARG00000090924
27347 chr18 1752655 1805103 - ENSDARG00000090925
27348 chr4 37818246 37818409 - ENSDARG00000090926
27349 chr4 34561221 34561327 - ENSDARG00000090927
27350 chr4 56042486 56042649 - ENSDARG00000090928
27351 chr22 26167873 26169142 + ENSDARG00000090929
27352 chr3 60536288 60548970 - ENSDARG00000090930
27353 chr15 5080459 5081397 - ENSDARG00000090931
27354 Zv9_scaffold3519 71356 80088 - ENSDARG00000090932
27355 chr12 46534914 46571621 - ENSDARG00000090933
27356 chr8 40319165 40319271 - ENSDARG00000090934
27357 chr15 39775669 39816312 - ENSDARG00000090935
27358 chr6 3631310 3640803 + ENSDARG00000090936
27359 chr19 3328913 3338325 - ENSDARG00000090937
27360 chr24 42113409 42226560 + ENSDARG00000090938
27361 chr5 48349188 48349304 + ENSDARG00000090939
27362 Zv9_scaffold3480 70347 70453 + ENSDARG00000090940
27363 chr25 36187015 36187326 - ENSDARG00000090941
27364 chr4 58411668 58421172 - ENSDARG00000090942
27365 chr15 139321 145563 - ENSDARG00000090943
27366 chr4 37816941 37817104 - ENSDARG00000090944
27367 chr8 41695385 41707267 - ENSDARG00000090945
27368 chr17 4165142 4182450 + ENSDARG00000090946
27369 chr4 39552590 39567960 + ENSDARG00000090947
27370 chr21 5173381 5189901 - ENSDARG00000090948
27371 chr12 50274726 50289840 + ENSDARG00000090949
27372 chr4 32459498 32459604 - ENSDARG00000090950
27373 chr19 50154400 50155329 - ENSDARG00000090951
27374 chr15 5868251 5901112 + ENSDARG00000090953
27375 Zv9_scaffold3503 69980 77090 - ENSDARG00000090954
27376 chr11 45940119 45952962 - ENSDARG00000090955
27377 chr4 42945706 42945812 - ENSDARG00000090956
27378 chr4 13181145 13184338 + ENSDARG00000090957
27379 Zv9_scaffold3556 27490 27581 + ENSDARG00000090958
27380 chr7 45894246 45894360 - ENSDARG00000090959
27381 chr17 13082737 13082853 + ENSDARG00000090960
27382 chr25 5802604 5803428 - ENSDARG00000090961
27383 chr16 14382461 14387046 + ENSDARG00000090962
27384 chr23 19847124 19872364 + ENSDARG00000090963
27385 chr11 12285809 12286103 - ENSDARG00000090964
27386 chr7 1448236 1484035 - ENSDARG00000090965
27387 chr12 8859126 8884567 - ENSDARG00000090966
27388 chr16 48083976 48123514 - ENSDARG00000090967
27389 chr9 1314363 1314527 + ENSDARG00000090968
27390 chr15 555361 567539 - ENSDARG00000090969
27391 chr3 46989549 47038021 - ENSDARG00000090970
27392 chr23 2209630 2273572 + ENSDARG00000090971
27393 chr20 49298451 49302107 - ENSDARG00000090972
27394 chr11 41511434 41553189 + ENSDARG00000090973
27395 chr9 16185495 16205013 - ENSDARG00000090974
27396 chr7 27665009 27668288 + ENSDARG00000090975
27397 chr11 2485855 2491407 + ENSDARG00000090976
27398 chr12 18054322 18057848 - ENSDARG00000090977
27399 chr4 60406390 60406504 - ENSDARG00000090978
27400 chr4 43289271 43348547 - ENSDARG00000090979
27401 chr6 39093158 39098596 - ENSDARG00000090980
27402 chr14 31825796 31830142 - ENSDARG00000090981
27403 chr14 6350170 6371341 - ENSDARG00000090982
27404 chr4 28017005 28017085 + ENSDARG00000090983
27405 Zv9_scaffold3456 139435 139598 - ENSDARG00000090984
27406 chr1 58405379 58408963 + ENSDARG00000090985
27407 chr14 8617231 8668020 + ENSDARG00000090986
27408 chr17 50583388 50584335 - ENSDARG00000090987
27409 chr3 21198182 21213068 - ENSDARG00000090988
27410 chr11 12459987 12484014 + ENSDARG00000090989
27411 chr12 33873573 33873896 - ENSDARG00000090990
27412 chr14 43491368 43494305 - ENSDARG00000090991
27413 chr18 23252857 23252971 + ENSDARG00000090992
27414 chr14 15399937 15408176 - ENSDARG00000090993
27415 Zv9_NA95 44953 46068 - ENSDARG00000090994
27416 Zv9_scaffold3496 10709 20074 - ENSDARG00000090995
27417 chr10 15093502 15100733 + ENSDARG00000090996
27418 chr14 8475537 8537912 + ENSDARG00000090997
27419 chr4 59272798 59276078 + ENSDARG00000090998
27420 Zv9_NA481 11945 15920 - ENSDARG00000090999
27421 chr4 43411786 43417504 + ENSDARG00000091000
27422 chr17 53950899 53952388 - ENSDARG00000091001
27423 chr4 48164552 48164658 + ENSDARG00000091002
27424 chr18 18186339 18202526 - ENSDARG00000091003
27425 chr12 2901022 2901185 - ENSDARG00000091004
27426 chr4 51589818 51609912 + ENSDARG00000091005
27427 chr16 9830963 9841220 - ENSDARG00000091006
27428 Zv9_NA310 10451 10561 - ENSDARG00000091007
27429 chr23 1673734 1681471 - ENSDARG00000091008
27430 chr12 32227671 32231832 + ENSDARG00000091009
